point,x_bohr,y_bohr,z_bohr,arclength_bohr,density_scf,density_frag,dengrad_mag,laplacian_scf
626,2.08599240,5.04276225,-0.09041678,2.29536141,2.4813533910e-02,3.2454479056e-02,1.1105295644e-02,8.6140399084e-02
627,2.08670161,5.04628551,-0.09114373,2.29902812,2.4773901154e-02,3.2492097514e-02,1.0527512703e-02,8.5953599681e-02
628,2.08741082,5.04980876,-0.09187068,2.30269483,2.4736387965e-02,3.2531760976e-02,9.9502032549e-03,8.5773794802e-02
629,2.08812003,5.05333202,-0.09259764,2.30636154,2.4700992722e-02,3.2573467505e-02,9.3733127410e-03,8.5600942714e-02
630,2.08882924,5.05685528,-0.09332459,2.31002825,2.4667714380e-02,3.2617214950e-02,8.7967949388e-03,8.5435003399e-02
631,2.08953844,5.06037853,-0.09405154,2.31369496,2.4636552064e-02,3.2663001354e-02,8.2206066888e-03,8.5275936486e-02
632,2.09024765,5.06390179,-0.09477849,2.31736168,2.4607504853e-02,3.2710825337e-02,7.6447049452e-03,8.5123700230e-02
633,2.09095686,5.06742505,-0.09550544,2.32102839,2.4580572348e-02,3.2760685255e-02,7.0690593636e-03,8.4978254285e-02
634,2.09166607,5.07094830,-0.09623239,2.32469510,2.4555754341e-02,3.2812579634e-02,6.4936498217e-03,8.4839558101e-02
635,2.09237528,5.07447156,-0.09695935,2.32836181,2.4533050644e-02,3.2866507603e-02,5.9184669853e-03,8.4707569875e-02
636,2.09308448,5.07799482,-0.09768630,2.33202852,2.4512461535e-02,3.2922467927e-02,5.3435314236e-03,8.4582249099e-02
637,2.09379369,5.08151807,-0.09841325,2.33569523,2.4493987438e-02,3.2980459699e-02,4.7689003673e-03,8.4463554716e-02
638,2.09450290,5.08504133,-0.09914020,2.33936194,2.4477628901e-02,3.3040482510e-02,4.1946928041e-03,8.4351444824e-02
639,2.09521211,5.08856459,-0.09986715,2.34302866,2.4463386837e-02,3.3102535691e-02,3.6211484570e-03,8.4245878292e-02
640,2.09592131,5.09208784,-0.10059411,2.34669537,2.4451262370e-02,3.3166618719e-02,3.0487328569e-03,8.4146813726e-02
641,2.09663052,5.09561110,-0.10132106,2.35036208,2.4441256743e-02,3.3232731728e-02,2.4783927850e-03,8.4054208908e-02
642,2.09733973,5.09913436,-0.10204801,2.35402879,2.4433371542e-02,3.3300874523e-02,1.9122826708e-03,8.3968022116e-02
643,2.09804894,5.10265761,-0.10277496,2.35769550,2.4427608552e-02,3.3371047045e-02,1.3562335350e-03,8.3888211401e-02
644,2.09875815,5.10618087,-0.10350191,2.36136221,2.4423969742e-02,3.3443249949e-02,8.3171821959e-04,8.3814733977e-02
645,2.09946735,5.10970413,-0.10422886,2.36502892,2.4422457361e-02,3.3517483462e-02,4.6473601139e-04,8.3747547479e-02
646,2.10017656,5.11322738,-0.10495582,2.36869564,2.4423073869e-02,3.3593748114e-02,6.4368009330e-04,8.3686609163e-02
647,2.10088577,5.11675064,-0.10568277,2.37236235,2.4425821948e-02,3.3672044947e-02,1.1355033860e-03,8.3631875709e-02
648,2.10159498,5.12027390,-0.10640972,2.37602906,2.4430704522e-02,3.3752374734e-02,1.6864113870e-03,8.3583303862e-02
649,2.10230418,5.12379716,-0.10713667,2.37969577,2.4437724736e-02,3.3834738517e-02,2.2541823562e-03,8.3540849939e-02
650,2.10301339,5.12732041,-0.10786362,2.38336248,2.4446885950e-02,3.3919137407e-02,2.8292920156e-03,8.3504470059e-02
651,2.10372260,5.13084367,-0.10859057,2.38702919,2.4458191817e-02,3.4005573206e-02,3.4085820561e-03,8.3474119699e-02
652,2.10443181,5.13436693,-0.10931753,2.39069591,2.4471646171e-02,3.4094047308e-02,3.9907416784e-03,8.3449754267e-02
653,2.10514102,5.13789018,-0.11004448,2.39436262,2.4487253020e-02,3.4184561094e-02,4.5751516940e-03,8.3431328825e-02
654,2.10585022,5.14141344,-0.11077143,2.39802933,2.4505016753e-02,3.4277116916e-02,5.1615037500e-03,8.3418797782e-02
655,2.10655943,5.14493670,-0.11149838,2.40169604,2.4524941889e-02,3.4371716675e-02,5.7496372543e-03,8.3412115408e-02
656,2.10726864,5.14845995,-0.11222533,2.40536275,2.4547033135e-02,3.4468362259e-02,6.3394729803e-03,8.3411235409e-02
657,2.10797785,5.15198321,-0.11295229,2.40902946,2.4571295632e-02,3.4567056581e-02,6.9309847236e-03,8.3416111042e-02
658,2.10868705,5.15550647,-0.11367924,2.41269617,2.4597734517e-02,3.4667801733e-02,7.5241697135e-03,8.3426695119e-02
659,2.10939626,5.15902972,-0.11440619,2.41636289,2.4626355239e-02,3.4770600272e-02,8.1190457948e-03,8.3442939972e-02
660,2.11010547,5.16255298,-0.11513314,2.42002960,2.4657163649e-02,3.4875455503e-02,8.7156468561e-03,8.3464797444e-02
661,2.11081468,5.16607624,-0.11586009,2.42369631,2.4690165627e-02,3.4982370139e-02,9.3140110686e-03,8.3492218769e-02
662,2.11152389,5.16959949,-0.11658704,2.42736302,2.4725367271e-02,3.5091347027e-02,9.9141827521e-03,8.3525154560e-02
663,2.11223309,5.17312275,-0.11731400,2.43102973,2.4762775199e-02,3.5202390031e-02,1.0516215474e-02,8.3563555047e-02
664,2.11294230,5.17664601,-0.11804095,2.43469644,2.4802395980e-02,3.5315502313e-02,1.1120161423e-02,8.3607369778e-02
665,2.11365151,5.18016926,-0.11876790,2.43836316,2.4844236419e-02,3.5430687176e-02,1.1726075384e-02,8.3656547446e-02
666,2.11436072,5.18369252,-0.11949485,2.44202987,2.4888303885e-02,3.5547948983e-02,1.2334018943e-02,8.3711036523e-02
667,2.11506993,5.18721578,-0.12022180,2.44569658,2.4934605664e-02,3.5667291353e-02,1.2944050546e-02,8.3770784430e-02
668,2.11577913,5.19073904,-0.12094875,2.44936329,2.4983149368e-02,3.5788718294e-02,1.3556231247e-02,8.3835737922e-02
669,2.11648834,5.19426229,-0.12167571,2.45303000,2.5033942826e-02,3.5912233910e-02,1.4170622874e-02,8.3905843066e-02
670,2.11719755,5.19778555,-0.12240266,2.45669671,2.5086994338e-02,3.6037843033e-02,1.4787291122e-02,8.3981045455e-02
671,2.11790676,5.20130881,-0.12312961,2.46036342,2.5142312180e-02,3.6165549953e-02,1.5406298975e-02,8.4061289467e-02
672,2.11861596,5.20483206,-0.12385656,2.46403014,2.5199904787e-02,3.6295358957e-02,1.6027709485e-02,8.4146518505e-02
673,2.11932517,5.20835532,-0.12458351,2.46769685,2.5259781386e-02,3.6427275721e-02,1.6651592215e-02,8.4236676054e-02
674,2.12003438,5.21187858,-0.12531047,2.47136356,2.5321950957e-02,3.6561304924e-02,1.7278011828e-02,8.4331703833e-02
675,2.12074359,5.21540183,-0.12603742,2.47503027,2.5386422619e-02,3.6697451230e-02,1.7907032833e-02,8.4431542609e-02
676,2.12145280,5.21892509,-0.12676437,2.47869698,2.5453206365e-02,3.6835720751e-02,1.8538726233e-02,8.4536133064e-02
677,2.12216200,5.22244835,-0.12749132,2.48236369,2.5522311865e-02,3.6976118541e-02,1.9173157923e-02,8.4645414014e-02
678,2.12287121,5.22597160,-0.12821827,2.48603040,2.5593749127e-02,3.7118650015e-02,1.9810395242e-02,8.4759323526e-02
679,2.12358042,5.22949486,-0.12894522,2.48969712,2.5667528869e-02,3.7263321642e-02,2.0450510038e-02,8.4877799219e-02
680,2.12428963,5.23301812,-0.12967218,2.49336383,2.5743661593e-02,3.7410139088e-02,2.1093570284e-02,8.5000776895e-02
681,2.12499883,5.23654137,-0.13039913,2.49703054,2.5822157853e-02,3.7559107831e-02,2.1739643001e-02,8.5128190978e-02
682,2.12570804,5.24006463,-0.13112608,2.50069725,2.5903029338e-02,3.7710235160e-02,2.2388802791e-02,8.5259976201e-02
683,2.12641725,5.24358789,-0.13185303,2.50436396,2.5986287223e-02,3.7863527039e-02,2.3041118276e-02,8.5396064755e-02
684,2.12712646,5.24711114,-0.13257998,2.50803067,2.6071942958e-02,3.8018989643e-02,2.3696658829e-02,8.5536387684e-02
685,2.12783567,5.25063440,-0.13330693,2.51169739,2.6160008930e-02,3.8176630530e-02,2.4355499430e-02,8.5680875874e-02
686,2.12854487,5.25415766,-0.13403389,2.51536410,2.6250497134e-02,3.8336456203e-02,2.5017710376e-02,8.5829457750e-02
687,2.12925408,5.25768092,-0.13476084,2.51903081,2.6343420023e-02,3.8498473720e-02,2.5683364075e-02,8.5982061015e-02
688,2.12996329,5.26120417,-0.13548779,2.52269752,2.6438790094e-02,3.8662689872e-02,2.6352531689e-02,8.6138611335e-02
689,2.13067250,5.26472743,-0.13621474,2.52636423,2.6536620853e-02,3.8829112900e-02,2.7025290090e-02,8.6299034273e-02
690,2.13138170,5.26825069,-0.13694169,2.53003094,2.6636925282e-02,3.8997749826e-02,2.7701711008e-02,8.6463252575e-02
691,2.13209091,5.27177394,-0.13766865,2.53369765,2.6739716829e-02,3.9168608177e-02,2.8381868027e-02,8.6631187927e-02
692,2.13280012,5.27529720,-0.13839560,2.53736437,2.6845009681e-02,3.9341696432e-02,2.9065838404e-02,8.6802761203e-02
693,2.13350933,5.27882046,-0.13912255,2.54103108,2.6952817738e-02,3.9517022261e-02,2.9753695996e-02,8.6977890680e-02
694,2.13421854,5.28234371,-0.13984950,2.54469779,2.7063155089e-02,3.9694593381e-02,3.0445514740e-02,8.7156492907e-02
695,2.13492774,5.28586697,-0.14057645,2.54836450,2.7176036910e-02,3.9874418968e-02,3.1141374158e-02,8.7338483993e-02
696,2.13563695,5.28939023,-0.14130340,2.55203121,2.7291477976e-02,4.0056507262e-02,3.1841349925e-02,8.7523777388e-02
697,2.13634616,5.29291348,-0.14203036,2.55569792,2.7409493211e-02,4.0240866452e-02,3.2545517492e-02,8.7712284324e-02
698,2.13705537,5.29643674,-0.14275731,2.55936463,2.7530098601e-02,4.0427506133e-02,3.3253957582e-02,8.7903915647e-02
699,2.13776457,5.29996000,-0.14348426,2.56303135,2.7653309642e-02,4.0616434818e-02,3.3966746698e-02,8.8098578860e-02
700,2.13847378,5.30348325,-0.14421121,2.56669806,2.7779142213e-02,4.0807661367e-02,3.4683962562e-02,8.8296179936e-02
701,2.13918299,5.30700651,-0.14493816,2.57036477,2.7907613284e-02,4.1001196003e-02,3.5405687984e-02,8.8496623901e-02
702,2.13989220,5.31052977,-0.14566511,2.57403148,2.8038739199e-02,4.1197047716e-02,3.6132001064e-02,8.8699812357e-02
703,2.14060141,5.31405302,-0.14639207,2.57769819,2.8172536646e-02,4.1395225746e-02,3.6862980823e-02,8.8905644834e-02
704,2.14131061,5.31757628,-0.14711902,2.58136490,2.8309023354e-02,4.1595740623e-02,3.7598711024e-02,8.9114019936e-02
705,2.14201982,5.32109954,-0.14784597,2.58503162,2.8448216755e-02,4.1798602140e-02,3.8339272623e-02,8.9324833160e-02
706,2.14272903,5.32462280,-0.14857292,2.58869833,2.8590134637e-02,4.2003820341e-02,3.9084747532e-02,8.9537977651e-02
707,2.14343824,5.32814605,-0.14929987,2.59236504,2.8734794783e-02,4.2211404998e-02,3.9835216678e-02,8.9753343817e-02
708,2.14414745,5.33166931,-0.15002683,2.59603175,2.8882216503e-02,4.2421367798e-02,4.0590767921e-02,8.9970821396e-02
709,2.14485665,5.33519257,-0.15075378,2.59969846,2.9032417945e-02,4.2633718513e-02,4.1351482211e-02,9.0190295584e-02
710,2.14556586,5.33871582,-0.15148073,2.60336517,2.9185418034e-02,4.2848467742e-02,4.2117443510e-02,9.0411649768e-02
711,2.14627507,5.34223908,-0.15220768,2.60703188,2.9341236889e-02,4.3065627490e-02,4.2888740849e-02,9.0634765813e-02
712,2.14698428,5.34576234,-0.15293463,2.61069860,2.9499893826e-02,4.3285208360e-02,4.3665458296e-02,9.0859521357e-02
713,2.14769348,5.34928559,-0.15366158,2.61436531,2.9661408365e-02,4.3507220982e-02,4.4447680117e-02,9.1085791057e-02
714,2.14840269,5.35280885,-0.15438854,2.61803202,2.9825801962e-02,4.3731678386e-02,4.5235499068e-02,9.1313449161e-02
715,2.14911190,5.35633211,-0.15511549,2.62169873,2.9993094594e-02,4.3958591308e-02,4.6028999931e-02,9.1542364453e-02
716,2.14982111,5.35985536,-0.15584244,2.62536544,3.0163306903e-02,4.4187971117e-02,4.6828269823e-02,9.1772403098e-02
717,2.15053032,5.36337862,-0.15656939,2.62903215,3.0336461100e-02,4.4419831037e-02,4.7633402431e-02,9.2003429923e-02
718,2.15123952,5.36690188,-0.15729634,2.63269887,3.0512578306e-02,4.4654182543e-02,4.8444485462e-02,9.2235304594e-02
719,2.15194873,5.37042513,-0.15802329,2.63636558,3.0691680213e-02,4.4891037637e-02,4.9261608561e-02,9.2467884153e-02
720,2.15265794,5.37394839,-0.15875025,2.64003229,3.0873790093e-02,4.5130410113e-02,5.0084867729e-02,9.2701023571e-02
721,2.15336715,5.37747165,-0.15947720,2.64369900,3.1058929927e-02,4.5372311819e-02,5.0914352374e-02,9.2934572618e-02
722,2.15407635,5.38099490,-0.16020415,2.64736571,3.1247122224e-02,4.5616755014e-02,5.1750153515e-02,9.3168377514e-02
723,2.15478556,5.38451816,-0.16093110,2.65103242,3.1438391502e-02,4.5863754319e-02,5.2592370390e-02,9.3402283294e-02
724,2.15549477,5.38804142,-0.16165805,2.65469913,3.1632760863e-02,4.6113322227e-02,5.3441095153e-02,9.3636128829e-02
725,2.15620398,5.39156468,-0.16238500,2.65836585,3.1830254344e-02,4.6365472178e-02,5.4296423378e-02,9.3869750019e-02
726,2.15691319,5.39508793,-0.16311196,2.66203256,3.2030895921e-02,4.6620217260e-02,5.5158449657e-02,9.4102978316e-02
727,2.15762239,5.39861119,-0.16383891,2.66569927,3.2234711047e-02,4.6877572193e-02,5.6027274314e-02,9.4335642624e-02
728,2.15833160,5.40213445,-0.16456586,2.66936598,3.2441724628e-02,4.7137550709e-02,5.6902994530e-02,9.4567566743e-02
729,2.15904081,5.40565770,-0.16529281,2.67303269,3.2651961469e-02,4.7400166148e-02,5.7785706427e-02,9.4798569554e-02
730,2.15975002,5.40918096,-0.16601976,2.67669940,3.2865448495e-02,4.7665434235e-02,5.8675514391e-02,9.5028467641e-02
731,2.16045922,5.41270422,-0.16674672,2.68036611,3.3082211368e-02,4.7933368823e-02,5.9572516777e-02,9.5257071163e-02
732,2.16116843,5.41622747,-0.16747367,2.68403283,3.3302276047e-02,4.8203983918e-02,6.0476812689e-02,9.5484186301e-02
733,2.16187764,5.41975073,-0.16820062,2.68769954,3.3525670633e-02,4.8477295846e-02,6.1388509314e-02,9.5709615777e-02
734,2.16258685,5.42327399,-0.16892757,2.69136625,3.3752421873e-02,4.8753318999e-02,6.2307707637e-02,9.5933155930e-02
735,2.16329606,5.42679724,-0.16965452,2.69503296,3.3982556856e-02,4.9032067927e-02,6.3234509492e-02,9.6154598200e-02
736,2.16400526,5.43032050,-0.17038147,2.69869967,3.4216104746e-02,4.9313559413e-02,6.4169024456e-02,9.6373730469e-02
737,2.16471447,5.43384376,-0.17110843,2.70236638,3.4453093793e-02,4.9597808853e-02,6.5111357783e-02,9.6590334421e-02
738,2.16542368,5.43736701,-0.17183538,2.70603310,3.4693551829e-02,4.9884830890e-02,6.6061612595e-02,9.6804185685e-02
739,2.16613289,5.44089027,-0.17256233,2.70969981,3.4937509503e-02,5.0174643230e-02,6.7019902512e-02,9.7015056402e-02
740,2.16684209,5.44441353,-0.17328928,2.71336652,3.5184995714e-02,5.0467261210e-02,6.7986333669e-02,9.7222711175e-02
741,2.16755130,5.44793678,-0.17401623,2.71703323,3.5436040111e-02,5.0762700806e-02,6.8961014660e-02,9.7426909591e-02
742,2.16826051,5.45146004,-0.17474318,2.72069994,3.5690674342e-02,5.1060980044e-02,6.9944061253e-02,9.7627406224e-02
743,2.16896972,5.45498330,-0.17547014,2.72436665,3.5948928775e-02,5.1362115149e-02,7.0935583663e-02,9.7823948225e-02
744,2.16967893,5.45850655,-0.17619709,2.72803336,3.6210833706e-02,5.1666122026e-02,7.1935691442e-02,9.8016276568e-02
745,2.17038813,5.46202981,-0.17692404,2.73170008,3.6476422215e-02,5.1973019491e-02,7.2944504181e-02,9.8204127112e-02
746,2.17109734,5.46555307,-0.17765099,2.73536679,3.6745726019e-02,5.2282824514e-02,7.3962135767e-02,9.8387228354e-02
747,2.17180655,5.46907633,-0.17837794,2.73903350,3.7018777530e-02,5.2595554561e-02,7.4988702207e-02,9.8565301876e-02
748,2.17251576,5.47259958,-0.17910490,2.74270021,3.7295609156e-02,5.2911226809e-02,7.6024319006e-02,9.8738062126e-02
749,2.17322497,5.47612284,-0.17983185,2.74636692,3.7576255437e-02,5.3229860607e-02,7.7069109248e-02,9.8905217877e-02
750,2.17393417,5.47964610,-0.18055880,2.75003363,3.7860749512e-02,5.3551473374e-02,7.8123190187e-02,9.9066468983e-02
751,2.17464338,5.48316935,-0.18128575,2.75370035,3.8149125208e-02,5.3876083053e-02,7.9186681254e-02,9.9221508604e-02
752,2.17535259,5.48669261,-0.18201270,2.75736706,3.8441418623e-02,5.4203709830e-02,8.0259709768e-02,9.9370022749e-02
753,2.17606180,5.49021587,-0.18273965,2.76103377,3.8737664196e-02,5.4534371727e-02,8.1342396463e-02,9.9511688573e-02
754,2.17677100,5.49373912,-0.18346661,2.76470048,3.9037896795e-02,5.4868086946e-02,8.2434863208e-02,9.9646174947e-02
755,2.17748021,5.49726238,-0.18419356,2.76836719,3.9342154060e-02,5.5204876523e-02,8.3537241650e-02,9.9773144331e-02
756,2.17818942,5.50078564,-0.18492051,2.77203390,3.9650471794e-02,5.5544759093e-02,8.4649656177e-02,9.9892248781e-02
757,2.17889863,5.50430889,-0.18564746,2.77570061,3.9962886210e-02,5.5887753471e-02,8.5772232325e-02,1.0000313197e-01
758,2.17960784,5.50783215,-0.18637441,2.77936733,4.0279436450e-02,5.6233881388e-02,8.6905105755e-02,1.0010542946e-01
759,2.18031704,5.51135541,-0.18710136,2.78303404,4.0600159523e-02,5.6583161911e-02,8.8048404021e-02,1.0019876650e-01
760,2.18102625,5.51487866,-0.18782832,2.78670075,4.0925093564e-02,5.6935615051e-02,8.9202258346e-02,1.0028275953e-01
761,2.18173546,5.51840192,-0.18855527,2.79036746,4.1254278694e-02,5.7291262675e-02,9.0366806674e-02,1.0035701555e-01
762,2.18244467,5.52192518,-0.18928222,2.79403417,4.1587753704e-02,5.7650124864e-02,9.1542181749e-02,1.0042113086e-01
763,2.18315387,5.52544843,-0.19000917,2.79770088,4.1925557478e-02,5.8012221507e-02,9.2728516330e-02,1.0047469152e-01
764,2.18386308,5.52897169,-0.19073612,2.80136759,4.2267732586e-02,5.8377576147e-02,9.3925955801e-02,1.0051727406e-01
765,2.18457229,5.53249495,-0.19146308,2.80503431,4.2614319137e-02,5.8746209331e-02,9.5134636444e-02,1.0054844304e-01
766,2.18528150,5.53601821,-0.19219003,2.80870102,4.2965358209e-02,5.9118142373e-02,9.6354697720e-02,1.0056775269e-01
767,2.18599071,5.53954146,-0.19291698,2.81236773,4.3320891057e-02,5.9493396426e-02,9.7586279289e-02,1.0057474543e-01
768,2.18669991,5.54306472,-0.19364393,2.81603444,4.3680961869e-02,5.9871995422e-02,9.8829530666e-02,1.0056895196e-01
769,2.18740912,5.54658798,-0.19437088,2.81970115,4.4045613144e-02,6.0253961195e-02,1.0008459519e-01,1.0054989145e-01
770,2.18811833,5.55011123,-0.19509783,2.82336786,4.4414887306e-02,6.0639315166e-02,1.0135161564e-01,1.0051707028e-01
771,2.18882754,5.55363449,-0.19582479,2.82703458,4.4788830626e-02,6.1028082437e-02,1.0263074764e-01,1.0046998184e-01
772,2.18953674,5.55715775,-0.19655174,2.83070129,4.5167486190e-02,6.1420284482e-02,1.0392213568e-01,1.0040810717e-01
773,2.19024595,5.56068100,-0.19727869,2.83436800,4.5550898818e-02,6.1815944241e-02,1.0522592988e-01,1.0033091397e-01
774,2.19095516,5.56420426,-0.19800564,2.83803471,4.5939116101e-02,6.2215087164e-02,1.0654228944e-01,1.0023785524e-01
775,2.19166437,5.56772752,-0.19873259,2.84170142,4.6332183388e-02,6.2617736052e-02,1.0787136569e-01,1.0012837056e-01
776,2.19237358,5.57125077,-0.19945954,2.84536813,4.6730146548e-02,6.3023913911e-02,1.0921331147e-01,1.0000188518e-01
777,2.19308278,5.57477403,-0.20018650,2.84903484,4.7133055176e-02,6.3433647190e-02,1.1056829187e-01,9.9857807937e-02
778,2.19379199,5.57829729,-0.20091345,2.85270156,4.7540956272e-02,6.3846959397e-02,1.1193646312e-01,9.9695534568e-02
779,2.19450120,5.58182054,-0.20164040,2.85636827,4.7953897434e-02,6.4263874253e-02,1.1331798310e-01,9.9514443955e-02
780,2.19521041,5.58534380,-0.20236735,2.86003498,4.8371930082e-02,6.4684419008e-02,1.1471302228e-01,9.9313897708e-02
781,2.19591961,5.58886706,-0.20309430,2.86370169,4.8795102782e-02,6.5108617667e-02,1.1612174132e-01,9.9093242054e-02
782,2.19662882,5.59239031,-0.20382126,2.86736840,4.9223465563e-02,6.5536495369e-02,1.1754430558e-01,9.8851806291e-02
783,2.19733803,5.59591357,-0.20454821,2.87103511,4.9657071044e-02,6.5968079496e-02,1.1898088888e-01,9.8588900822e-02
784,2.19804724,5.59943683,-0.20527516,2.87470182,5.0095970060e-02,6.6403395253e-02,1.2043165877e-01,9.8303818905e-02
785,2.19875645,5.60296009,-0.20600211,2.87836854,5.0540214947e-02,6.6842468989e-02,1.2189678764e-01,9.7995834885e-02
786,2.19946565,5.60648334,-0.20672906,2.88203525,5.0989857257e-02,6.7285325912e-02,1.2337644510e-01,9.7664204769e-02
787,2.20017486,5.61000660,-0.20745601,2.88570196,5.1444953425e-02,6.7731995695e-02,1.2487081669e-01,9.7308162440e-02
788,2.20088407,5.61352986,-0.20818297,2.88936867,5.1905556575e-02,6.8182504330e-02,1.2638007678e-01,9.6926923391e-02
789,2.20159328,5.61705311,-0.20890992,2.89303538,5.2371719878e-02,6.8636877549e-02,1.2790439989e-01,9.6519683952e-02
790,2.20230249,5.62057637,-0.20963687,2.89670209,5.2843501617e-02,6.9095145652e-02,1.2944397700e-01,9.6085614429e-02
791,2.20301169,5.62409963,-0.21036382,2.90036881,5.3320956585e-02,6.9557335156e-02,1.3099898754e-01,9.5623866641e-02
792,2.20372090,5.62762288,-0.21109077,2.90403552,5.3804140947e-02,7.0023473560e-02,1.3256961534e-01,9.5133570097e-02
793,2.20443011,5.63114614,-0.21181772,2.90770223,5.4293114605e-02,7.0493591561e-02,1.3415605620e-01,9.4613826922e-02
794,2.20513932,5.63466940,-0.21254468,2.91136894,5.4787934902e-02,7.0967716981e-02,1.3575849742e-01,9.4063718500e-02
795,2.20584852,5.63819265,-0.21327163,2.91503565,5.5288658716e-02,7.1445876853e-02,1.3737712485e-01,9.3482303503e-02
796,2.20655773,5.64171591,-0.21399858,2.91870236,5.5795349201e-02,7.1928103796e-02,1.3901214445e-01,9.2868608810e-02
797,2.20726694,5.64523917,-0.21472553,2.92236907,5.6308065242e-02,7.2414425937e-02,1.4066374824e-01,9.2221640205e-02
798,2.20797615,5.64876242,-0.21545248,2.92603579,5.6826866652e-02,7.2904871900e-02,1.4233213119e-01,9.1540376837e-02
799,2.20868536,5.65228568,-0.21617944,2.92970250,5.7351818356e-02,7.3399474728e-02,1.4401750462e-01,9.0823763985e-02
800,2.20939456,5.65580894,-0.21690639,2.93336921,5.7882980784e-02,7.3898262836e-02,1.4572006539e-01,9.0070725772e-02
801,2.21010377,5.65933219,-0.21763334,2.93703592,5.8420416782e-02,7.4401266495e-02,1.4744001804e-01,8.9280155019e-02
802,2.21081298,5.66285545,-0.21836029,2.94070263,5.8964193053e-02,7.4908519160e-02,1.4917757938e-01,8.8450908830e-02
803,2.21152219,5.66637871,-0.21908724,2.94436934,5.9514373138e-02,7.5420050902e-02,1.5093295603e-01,8.7581819193e-02
804,2.21223139,5.66990197,-0.21981419,2.94803606,6.0071022459e-02,7.5935893130e-02,1.5270636061e-01,8.6671684052e-02
805,2.21294060,5.67342522,-0.22054115,2.95170277,6.0634206942e-02,7.6456077302e-02,1.5449800736e-01,8.5719269520e-02
806,2.21364981,5.67694848,-0.22126810,2.95536948,6.1203995909e-02,7.6980637602e-02,1.5630812135e-01,8.4723302942e-02
807,2.21435902,5.68047174,-0.22199505,2.95903619,6.1780456318e-02,7.7509605554e-02,1.5813692002e-01,8.3682481328e-02
808,2.21506823,5.68399499,-0.22272200,2.96270290,6.2363655557e-02,7.8043012670e-02,1.5998462225e-01,8.2595466752e-02
809,2.21577743,5.68751825,-0.22344895,2.96636961,6.2953666114e-02,7.8580894677e-02,1.6185146307e-01,8.1460875570e-02
810,2.21648664,5.69104151,-0.22417590,2.97003632,6.3550557674e-02,7.9123284308e-02,1.6373766872e-01,8.0277293470e-02
811,2.21719585,5.69456476,-0.22490286,2.97370304,6.4154400110e-02,7.9670213992e-02,1.6564346595e-01,7.9043266622e-02
812,2.21790506,5.69808802,-0.22562981,2.97736975,6.4765268184e-02,8.0221720185e-02,1.6756909720e-01,7.7757293403e-02
813,2.21861426,5.70161128,-0.22635676,2.98103646,6.5383233483e-02,8.0777835956e-02,1.6951479474e-01,7.6417836959e-02
814,2.21932347,5.70513453,-0.22708371,2.98470317,6.6008369034e-02,8.1338595262e-02,1.7148079560e-01,7.5023317604e-02
815,2.22003268,5.70865779,-0.22781066,2.98836988,6.6640752694e-02,8.1904035899e-02,1.7346735200e-01,7.3572100712e-02
816,2.22074189,5.71218105,-0.22853761,2.99203659,6.7280458640e-02,8.2474191893e-02,1.7547470471e-01,7.2062516042e-02
817,2.22145110,5.71570430,-0.22926457,2.99570330,6.7927562247e-02,8.3049097866e-02,1.7750309830e-01,7.0492845032e-02
818,2.22216030,5.71922756,-0.22999152,2.99937002,6.8582143454e-02,8.3628792058e-02,1.7955279193e-01,6.8861311711e-02
819,2.22286951,5.72275082,-0.23071847,3.00303673,6.9244280188e-02,8.4213310403e-02,1.8162403847e-01,6.7166096633e-02
820,2.22357872,5.72627407,-0.23144542,3.00670344,6.9914049840e-02,8.4802687880e-02,1.8371708924e-01,6.5405331175e-02
821,2.22428793,5.72979733,-0.23217237,3.01037015,7.0591536365e-02,8.5396964763e-02,1.8583221626e-01,6.3577078343e-02
822,2.22499714,5.73332059,-0.23289933,3.01403686,7.1276819820e-02,8.5996177371e-02,1.8796967946e-01,6.1679357676e-02
823,2.22570634,5.73684384,-0.23362628,3.01770357,7.1969979630e-02,8.6600361031e-02,1.9012973713e-01,5.9710136874e-02
824,2.22641555,5.74036710,-0.23435323,3.02137029,7.2671103908e-02,8.7209558119e-02,1.9231267475e-01,5.7667302568e-02
825,2.22712476,5.74389036,-0.23508018,3.02503700,7.3380274860e-02,8.7823805329e-02,1.9451875955e-01,5.5548698585e-02
826,2.22783397,5.74741362,-0.23580713,3.02870371,7.4097577869e-02,8.8443141616e-02,1.9674826890e-01,5.3352099783e-02
827,2.22854317,5.75093687,-0.23653408,3.03237042,7.4823097046e-02,8.9067604316e-02,1.9900147642e-01,5.1075222412e-02
828,2.22925238,5.75446013,-0.23726104,3.03603713,7.5556924808e-02,8.9697237397e-02,2.0127868180e-01,4.8715693231e-02
829,2.22996159,5.75798339,-0.23798799,3.03970384,7.6299146555e-02,9.0332078271e-02,2.0358016325e-01,4.6271094377e-02
830,2.23067080,5.76150664,-0.23871494,3.04337055,7.7049850271e-02,9.0972166014e-02,2.0590620716e-01,4.3738930851e-02
831,2.23138001,5.76502990,-0.23944189,3.04703727,7.7809130511e-02,9.1617544777e-02,2.0825712061e-01,4.1116614832e-02
832,2.23208921,5.76855316,-0.24016884,3.05070398,7.8577076627e-02,9.2268253713e-02,2.1063319482e-01,3.8401502195e-02
833,2.23279842,5.77207641,-0.24089579,3.05437069,7.9353780203e-02,9.2924333358e-02,2.1303472831e-01,3.5590867470e-02
